iter	Logloss
0	0.6847757153
1	0.6768804873
2	0.668668969
3	0.660873231
4	0.6532578953
5	0.6471248065
6	0.6411678059
7	0.6344466808
8	0.6287506166
9	0.6225554784
10	0.6155688243
11	0.6093254588
12	0.6032704681
13	0.5969081915
14	0.5909394021
15	0.5859393719
16	0.580948125
17	0.575292807
18	0.570195482
19	0.565905371
20	0.5609985007
21	0.5559110011
22	0.5521822987
23	0.548911786
24	0.543953491
25	0.540425934
26	0.535674432
27	0.532097236
28	0.5285763954
29	0.5240378374
30	0.5201084768
31	0.5165292984
32	0.5133222074
33	0.5097091739
34	0.50595333
35	0.5021087447
36	0.4986588816
37	0.4949910192
38	0.4915355639
39	0.4881532345
40	0.4848518765
41	0.4815937701
42	0.4786836332
43	0.475928912
44	0.4729016979
45	0.4701444026
46	0.4671603947
47	0.4649882117
48	0.4622104636
49	0.4593959934
50	0.4571675871
51	0.4544280825
52	0.4526667003
53	0.4502910985
54	0.4480016708
55	0.4456247948
56	0.4439922622
57	0.4424356405
58	0.4400008305
59	0.4388010422
60	0.4364584603
61	0.4348470694
62	0.4329129406
63	0.43128281
64	0.4294351665
65	0.4280185263
66	0.4265264163
67	0.4245950855
68	0.4231647711
69	0.4215951739
70	0.4203541731
71	0.4184759182
72	0.41720509
73	0.4155221979
74	0.4137887114
75	0.4121305168
76	0.4104082563
77	0.4092809265
78	0.4081827424
79	0.4069558241
80	0.405880989
81	0.4047013857
82	0.4036934861
83	0.4026972038
84	0.4015439753
85	0.4002585561
86	0.3993377122
87	0.3979636867
88	0.3966568057
89	0.395565093
90	0.3947439886
91	0.3939578855
92	0.3931801433
93	0.3923000448
94	0.3916048015
95	0.3906505092
96	0.3897808306
97	0.3887874039
98	0.3880456999
99	0.3871911124
100	0.3863531232
101	0.3856046361
102	0.3847782636
103	0.3840990115
104	0.3832382785
105	0.3824910278
106	0.3819687134
107	0.3812483773
108	0.3804106047
109	0.3797903549
110	0.3794115602
111	0.3784767276
112	0.3780747173
113	0.377709182
114	0.3770321632
115	0.3763870096
116	0.3757844458
117	0.3753310263
118	0.3749527136
119	0.3742887575
120	0.3735464978
121	0.3730439796
122	0.3725944904
123	0.3719921398
124	0.3713446105
125	0.3708459095
126	0.3703502934
127	0.369713346
128	0.3689798273
129	0.3685776493
130	0.3680272839
131	0.3673254613
132	0.3667614122
133	0.3661708368
134	0.3657186245
135	0.3652139894
136	0.3647930143
137	0.3644860513
138	0.3641634949
139	0.3634972069
140	0.3630824568
141	0.3624302626
142	0.3620428979
143	0.3616139817
144	0.3612617185
145	0.3608132174
146	0.3604318632
147	0.360007489
148	0.3594410923
149	0.3589851932
150	0.3586311927
151	0.3582500719
152	0.3577476232
153	0.3576774332
154	0.3573842786
155	0.3570758918
156	0.3567637832
157	0.3563667807
158	0.3560591269
159	0.3558645081
160	0.355554099
161	0.3551599216
162	0.3547776138
163	0.3544905235
164	0.3541803319
165	0.3540167578
166	0.3535502797
167	0.3533122456
168	0.3530150967
169	0.3527916827
170	0.3525157565
171	0.3522560965
172	0.3517840751
173	0.351523983
174	0.3511274288
175	0.3506971564
176	0.3502497906
177	0.3499305574
178	0.3496619312
179	0.349436727
180	0.3491606064
181	0.3489839391
182	0.3487768538
183	0.3485492439
184	0.3482411896
185	0.347981618
186	0.3477566574
187	0.3475453116
188	0.3473419435
189	0.3469777843
190	0.3467025281
191	0.3464756943
192	0.3462045705
193	0.3460265088
194	0.3460004686
195	0.3457599029
196	0.3455108195
197	0.3453276838
198	0.3450821695
199	0.3447853912
200	0.3445059987
201	0.3444205529
202	0.3441412446
203	0.3438496815
204	0.3435946373
205	0.343329038
206	0.3431449146
207	0.342875635
208	0.3427122591
209	0.3423893879
210	0.3421532439
211	0.3419734075
212	0.3418856985
213	0.3417578955
214	0.341645991
215	0.3414130484
216	0.3411124961
217	0.3409667799
218	0.3409038083
219	0.3407448118
220	0.3405378277
221	0.3403932846
222	0.3401216365
223	0.3400209633
224	0.3398813035
225	0.3396389089
226	0.3393757629
227	0.339089376
228	0.3388207865
229	0.3385606035
230	0.3382886746
231	0.3381321477
232	0.3379537738
233	0.3378243947
234	0.3376654617
235	0.3375299541
236	0.3372990356
237	0.337163499
238	0.3370212475
239	0.3368587287
240	0.3368504837
241	0.3366882891
242	0.3364324088
243	0.3361763302
244	0.3359661189
245	0.3359351897
246	0.3358369906
247	0.3357379731
248	0.3355106855
249	0.335426178
250	0.3353865509
251	0.3352168671
252	0.3350580164
253	0.334975274
254	0.3348722309
255	0.3347512752
256	0.3347002808
257	0.3346681623
258	0.3345195589
259	0.3344240558
260	0.3343929627
261	0.334141368
262	0.334039171
263	0.3338325673
264	0.3336479071
265	0.3335107521
266	0.3333990381
267	0.3333268869
268	0.3332740279
269	0.3331020626
270	0.3329846551
271	0.3328936004
272	0.3328408852
273	0.3327833228
274	0.3326025395
275	0.3324799903
276	0.3322851745
277	0.3321811331
278	0.3320340592
279	0.3319347079
280	0.3317225324
281	0.3316040873
282	0.3315301238
283	0.3313888182
284	0.3312596996
285	0.3311372103
286	0.3310133828
287	0.3309305757
288	0.3308715833
289	0.330688093
290	0.3305647968
291	0.3305074993
292	0.3303906479
293	0.3302488725
294	0.330082948
295	0.3299153308
296	0.3297778328
297	0.3295959434
298	0.3294532739
299	0.3293465623
300	0.3292148298
301	0.3292001433
302	0.3290927291
303	0.3289941794
304	0.3288228791
305	0.3286496045
306	0.3284755638
307	0.3283871034
308	0.3283006684
309	0.3282433793
310	0.3281647984
311	0.3281101899
312	0.327972855
313	0.3278689124
314	0.3277070128
315	0.3276496566
316	0.3275687132
317	0.3274583089
318	0.3273917727
319	0.3272447202
320	0.327108884
321	0.3270473712
322	0.3269045539
323	0.326789909
324	0.3266985459
325	0.3265275531
326	0.3264189855
327	0.3263003137
328	0.3262660221
329	0.3261673818
330	0.3260757308
331	0.3259184827
332	0.3258556076
333	0.3257556088
334	0.3256894837
335	0.3255380128
336	0.3253880668
337	0.3252956112
338	0.3252266204
339	0.3251309753
340	0.3250754771
341	0.3249619914
342	0.3248054459
343	0.3247195622
344	0.3246484906
345	0.3245710562
346	0.3244492442
347	0.324375066
348	0.3243080258
349	0.3241891041
350	0.3240775322
351	0.3239564544
352	0.3238025729
353	0.3237017786
354	0.3235674377
355	0.3234392183
356	0.3233316674
357	0.3232316557
358	0.3230758349
359	0.3229576753
360	0.3228066683
361	0.3227300874
362	0.3225984332
363	0.3224929145
364	0.3223936672
365	0.3223757424
366	0.3222413614
367	0.3221507784
368	0.3220603164
369	0.3219714113
370	0.3218681312
371	0.3217133644
372	0.3215935611
373	0.3214359942
374	0.3212817278
375	0.3211736486
376	0.3211278131
377	0.3210244774
378	0.3209128344
379	0.3208587427
380	0.3208479346
381	0.3207550065
382	0.3206854605
383	0.3206120284
384	0.3205200471
385	0.3204490366
386	0.3203562088
387	0.3203142826
388	0.3202307736
389	0.3201201085
390	0.3200673192
391	0.3199764505
392	0.3199084163
393	0.3198143274
394	0.3197593122
395	0.3196712728
396	0.3195920032
397	0.3194992104
398	0.3194050506
399	0.3193530685
400	0.3193405525
401	0.3192234262
402	0.3191756362
403	0.3190544362
404	0.3189417053
405	0.3188742095
406	0.318775533
407	0.3186987443
408	0.3186349657
409	0.3185087947
410	0.3184638486
411	0.3184468761
412	0.3183633541
413	0.3182648533
414	0.3182021549
415	0.3181821835
