iter	Passed	Remaining
0	25	25028
1	48	24393
2	76	25367
3	102	25622
4	145	29017
5	180	29902
6	204	29005
7	232	28769
8	260	28656
9	287	28423
10	317	28587
11	359	29585
12	386	29380
13	413	29150
14	441	28979
15	467	28772
16	487	28179
17	513	28032
18	540	27925
19	568	27840
20	595	27763
21	622	27664
22	649	27571
23	663	26968
24	689	26902
25	716	26859
26	744	26829
27	771	26776
28	797	26696
29	824	26656
30	851	26612
31	881	26656
32	930	27253
33	972	27625
34	1001	27601
35	1029	27554
36	1056	27500
37	1083	27432
38	1110	27364
39	1137	27304
40	1164	27231
41	1191	27172
42	1217	27103
43	1244	27046
44	1271	26992
45	1299	26940
46	1328	26939
47	1355	26885
48	1384	26863
49	1422	27029
50	1450	26982
51	1477	26929
52	1504	26878
53	1531	26828
54	1558	26772
55	1584	26717
56	1611	26667
57	1639	26622
58	1665	26570
59	1676	26270
60	1703	26225
61	1732	26204
62	1759	26169
63	1781	26054
64	1808	26016
65	1835	25977
66	1863	25944
67	1889	25902
68	1917	25878
69	1965	26119
70	1993	26079
71	2020	26037
72	2047	26002
73	2075	25969
74	2102	25933
75	2130	25896
76	2157	25861
77	2186	25843
78	2214	25819
79	2241	25779
80	2271	25770
81	2290	25641
82	2309	25516
83	2338	25505
84	2366	25469
85	2409	25611
86	2427	25469
87	2457	25469
88	2492	25508
89	2522	25507
90	2558	25560
91	2571	25382
92	2605	25412
93	2635	25406
94	2662	25363
95	2690	25334
96	2717	25294
97	2744	25260
98	2770	25216
99	2797	25179
100	2824	25137
101	2834	24958
102	2861	24922
103	2888	24886
104	2915	24848
105	2941	24810
106	2997	25012
107	3024	24980
108	3052	24949
109	3079	24915
110	3086	24720
111	3113	24685
112	3140	24651
113	3158	24550
114	3185	24515
115	3212	24478
116	3239	24450
117	3267	24420
118	3280	24289
119	3319	24346
120	3340	24269
121	3377	24308
122	3416	24362
123	3456	24421
124	3484	24393
125	3511	24356
126	3526	24242
127	3553	24208
128	3567	24090
129	3582	23975
130	3609	23945
131	3638	23928
132	3666	23898
133	3693	23870
134	3729	23898
135	3766	23927
136	3803	23962
137	3842	24000
138	3875	24003
139	3903	23975
140	3929	23942
141	3957	23909
142	3987	23899
143	4044	24042
144	4071	24009
145	4099	23976
146	4126	23942
147	4148	23883
148	4158	23752
149	4186	23721
150	4213	23689
151	4239	23651
152	4267	23623
153	4298	23612
154	4326	23584
155	4353	23550
156	4386	23551
157	4424	23580
158	4469	23638
159	4508	23669
160	4541	23664
161	4567	23628
162	4595	23596
163	4621	23558
164	4651	23540
165	4678	23502
166	4705	23471
167	4732	23438
168	4751	23363
169	4778	23328
170	4805	23294
171	4831	23259
172	4859	23228
173	4886	23194
174	4913	23161
175	4940	23130
176	4967	23096
177	4994	23066
178	5047	23150
179	5075	23123
180	5103	23093
181	5130	23058
182	5157	23025
183	5184	22990
184	5202	22921
185	5232	22899
186	5260	22871
187	5298	22883
188	5333	22886
189	5368	22888
190	5404	22890
191	5434	22870
192	5463	22845
193	5498	22844
194	5525	22810
195	5552	22776
196	5579	22742
197	5602	22692
198	5630	22661
199	5652	22610
200	5679	22575
201	5705	22541
202	5733	22511
203	5760	22477
204	5788	22446
205	5814	22412
206	5841	22379
207	5868	22347
208	5895	22314
209	5922	22280
210	5950	22249
211	5977	22217
212	6004	22186
213	6031	22154
214	6083	22210
215	6115	22195
216	6142	22163
217	6169	22129
218	6196	22098
219	6219	22051
220	6246	22019
221	6277	21998
222	6305	21970
223	6333	21940
224	6362	21915
225	6385	21869
226	6417	21854
227	6454	21853
228	6487	21843
229	6530	21862
230	6557	21830
231	6587	21807
232	6615	21778
233	6642	21745
234	6670	21714
235	6696	21679
236	6723	21647
237	6750	21612
238	6777	21580
239	6805	21549
240	6832	21516
241	6859	21484
242	6886	21452
243	6913	21421
244	6940	21388
245	6967	21355
246	6994	21323
247	7021	21292
248	7032	21211
249	7060	21180
250	7145	21323
251	7178	21307
252	7205	21274
253	7232	21242
254	7259	21208
255	7289	21186
256	7317	21153
257	7344	21122
258	7372	21092
259	7399	21060
260	7426	21028
261	7454	20996
262	7481	20966
263	7508	20933
264	7535	20899
265	7558	20857
266	7599	20861
267	7637	20859
268	7651	20793
269	7687	20785
270	7723	20777
271	7741	20719
272	7768	20688
273	7795	20655
274	7822	20622
275	7848	20589
276	7875	20557
277	7902	20523
278	7917	20461
279	7944	20428
280	7971	20396
281	7998	20364
282	8025	20334
283	8052	20302
284	8080	20273
285	8115	20260
286	8174	20307
287	8219	20319
288	8261	20325
289	8289	20295
290	8304	20233
291	8331	20200
292	8357	20166
293	8384	20135
294	8411	20101
295	8438	20070
296	8465	20037
297	8492	20006
298	8519	19973
299	8547	19943
300	8573	19910
301	8600	19878
302	8637	19869
303	8666	19842
304	8697	19818
305	8724	19787
306	8751	19755
307	8778	19723
308	8806	19693
309	8833	19662
310	8860	19629
311	8887	19598
312	8915	19567
313	8942	19536
314	8968	19502
315	8995	19472
316	9022	19440
317	9050	19409
318	9076	19376
319	9104	19346
320	9127	19306
321	9163	19293
322	9222	19329
323	9253	19306
324	9280	19273
325	9307	19243
326	9330	19203
327	9357	19171
328	9385	19141
329	9412	19111
330	9440	19080
331	9470	19054
332	9496	19022
333	9524	18990
334	9551	18959
335	9578	18929
336	9605	18896
337	9635	18872
338	9670	18855
339	9698	18825
340	9725	18794
341	9752	18764
342	9779	18732
343	9807	18702
344	9833	18668
345	9860	18637
346	9887	18605
347	9914	18575
348	9941	18543
349	9964	18505
350	9991	18475
351	10021	18449
352	10048	18418
353	10064	18365
354	10091	18335
355	10118	18304
356	10145	18273
357	10199	18290
358	10246	18294
359	10273	18263
360	10291	18217
361	10318	18186
362	10333	18134
363	10360	18102
364	10387	18071
365	10414	18040
366	10442	18010
367	10468	17979
368	10495	17947
369	10522	17916
370	10549	17886
371	10568	17841
372	10594	17809
373	10620	17776
374	10660	17767
375	10687	17737
376	10714	17705
377	10741	17674
378	10768	17644
379	10783	17594
380	10810	17563
381	10836	17531
382	10864	17501
383	10890	17470
384	10917	17439
385	10944	17408
386	10967	17371
387	10994	17342
388	11022	17312
389	11048	17281
390	11076	17251
391	11103	17221
392	11130	17191
393	11158	17162
394	11189	17138
395	11236	17138
396	11267	17114
397	11293	17082
398	11317	17046
399	11344	17017
400	11372	16987
401	11400	16958
402	11415	16911
403	11438	16874
404	11465	16844
405	11480	16796
406	11506	16765
407	11537	16740
408	11565	16711
409	11591	16680
410	11619	16652
411	11658	16639
412	11669	16586
413	11697	16557
414	11724	16527
415	11754	16501
416	11781	16471
417	11808	16441
418	11835	16411
419	11862	16381
420	11889	16351
421	11908	16311
422	11935	16281
423	11967	16257
424	11995	16228
425	12022	16199
426	12028	16141
427	12055	16112
428	12078	16076
429	12096	16035
430	12124	16006
431	12155	15982
432	12169	15935
433	12195	15904
434	12251	15913
435	12285	15892
436	12309	15858
437	12335	15828
438	12363	15799
439	12389	15768
440	12416	15738
441	12443	15708
442	12469	15678
443	12497	15650
444	12518	15612
445	12547	15585
446	12584	15568
447	12610	15538
448	12637	15507
449	12663	15477
450	12696	15455
451	12730	15433
452	12757	15405
453	12785	15375
454	12804	15336
455	12831	15307
456	12858	15278
457	12885	15248
458	12912	15219
459	12939	15190
460	12966	15160
461	12985	15121
462	13011	15091
463	13039	15062
464	13066	15034
465	13094	15004
466	13120	14975
467	13153	14952
468	13180	14923
469	13207	14893
470	13234	14864
471	13286	14862
472	13320	14841
473	13347	14811
474	13359	14765
475	13385	14735
476	13412	14705
477	13439	14676
478	13465	14646
479	13493	14617
480	13520	14588
481	13547	14559
482	13574	14529
483	13600	14500
484	13627	14470
485	13654	14441
486	13681	14412
487	13709	14383
488	13738	14356
489	13766	14328
490	13792	14298
491	13819	14269
492	13846	14240
493	13874	14211
494	13897	14178
495	13924	14149
496	13951	14120
497	13978	14091
498	14005	14061
499	14034	14034
500	14044	13988
501	14071	13959
502	14098	13930
503	14128	13904
