iter	Logloss
0	0.6852398215
1	0.6773382031
2	0.6692778477
3	0.6616407085
4	0.6543159855
5	0.6480816272
6	0.6420557801
7	0.6351554781
8	0.6293084543
9	0.6236526724
10	0.6167603207
11	0.6109028886
12	0.6057126043
13	0.5994263016
14	0.5934721677
15	0.5883539424
16	0.5834140805
17	0.577692919
18	0.5725609525
19	0.5682597481
20	0.5633195088
21	0.5582670084
22	0.554576148
23	0.5512397614
24	0.5462767287
25	0.5427718655
26	0.5391195543
27	0.5353574145
28	0.5309978006
29	0.5267521
30	0.5226356121
31	0.5185758154
32	0.5146980566
33	0.510731527
34	0.5071664611
35	0.5035716673
36	0.5004724999
37	0.4969763644
38	0.4941116463
39	0.4909311779
40	0.4882814844
41	0.4856778239
42	0.4830019585
43	0.4798771502
44	0.4776736673
45	0.475102201
46	0.4725483897
47	0.4696674388
48	0.466839156
49	0.4643378904
50	0.4618942031
51	0.4599021088
52	0.4573537019
53	0.454913466
54	0.4527414923
55	0.4509831834
56	0.4487441106
57	0.4463997134
58	0.4446641571
59	0.4437074412
60	0.4417653454
61	0.4397436124
62	0.437992371
63	0.4366553081
64	0.4350569791
65	0.4332225322
66	0.4315440364
67	0.4297282925
68	0.4284834234
69	0.4266412429
70	0.424758292
71	0.4230921538
72	0.421569595
73	0.4201284794
74	0.4187685635
75	0.4173710189
76	0.4163294819
77	0.4149072833
78	0.4135099257
79	0.4118651723
80	0.4105107043
81	0.4097380956
82	0.4089305044
83	0.4074279413
84	0.4065054266
85	0.4054182644
86	0.4048096341
87	0.4036166508
88	0.4027166293
89	0.4016180489
90	0.4004332558
91	0.4000072319
92	0.3989153968
93	0.3979578773
94	0.3971818361
95	0.3961828618
96	0.3953397242
97	0.3942762552
98	0.3932073766
99	0.3923983541
100	0.391631876
101	0.3911435152
102	0.3900497411
103	0.3891773918
104	0.3882238826
105	0.3874497216
106	0.3867027582
107	0.3856958715
108	0.384940385
109	0.3841338668
110	0.3839230651
111	0.3830763927
112	0.3824164896
113	0.3820829532
114	0.3813465386
115	0.3806272131
116	0.3799187199
117	0.3792910586
118	0.3790725565
119	0.3784433429
120	0.3780645794
121	0.3773897421
122	0.3767378801
123	0.3761835169
124	0.3757856377
125	0.375271501
126	0.374911918
127	0.3743030794
128	0.3739762209
129	0.3736505792
130	0.3731486115
131	0.3725805002
132	0.3721502725
133	0.3716869282
134	0.3711327957
135	0.3704610231
136	0.3699225511
137	0.36950652
138	0.3691489015
139	0.3686010651
140	0.3681401446
141	0.3674889814
142	0.3670967663
143	0.366497478
144	0.3660681939
145	0.365659865
146	0.3652736224
147	0.3649878967
148	0.3648871453
149	0.364547526
150	0.3642094984
151	0.3638734538
152	0.3634660088
153	0.3631532956
154	0.3627750788
155	0.3624374687
156	0.362113186
157	0.3617660765
158	0.3615028057
159	0.3609876134
160	0.3605575615
161	0.3601696614
162	0.3596743711
163	0.3594549828
164	0.359058594
165	0.3585453108
166	0.3581184069
167	0.357844543
168	0.3576826329
169	0.357271051
170	0.3570154281
171	0.3565875861
172	0.3563334055
173	0.3560430566
174	0.3556875756
175	0.3553810023
176	0.3550703085
177	0.3546839653
178	0.3542781706
179	0.3539047787
180	0.3535825159
181	0.3532065578
182	0.3528829026
183	0.3524869454
184	0.3523922303
185	0.3519851161
186	0.3517250596
187	0.3513664957
188	0.3511608843
189	0.3509102048
190	0.350682261
191	0.350323009
192	0.3500977146
193	0.3497683741
194	0.3494845414
195	0.3492365514
196	0.348903824
197	0.3487376136
198	0.3485553052
199	0.3484113489
200	0.3481130939
201	0.3477901622
202	0.3475838333
203	0.3473831351
204	0.3471567965
205	0.3469266319
206	0.3466871743
207	0.3464234256
208	0.3461064227
209	0.3458773868
210	0.3456400217
211	0.3454522904
212	0.3451855495
213	0.3449748808
214	0.3447896959
215	0.3445580305
216	0.3443434962
217	0.3441275681
218	0.3439184122
219	0.3437589865
220	0.3434823831
221	0.3432857026
222	0.3431140957
223	0.3428612803
224	0.3426560791
225	0.3424798052
226	0.3423935083
227	0.3422004105
228	0.3420000136
229	0.3418180816
230	0.3417030013
231	0.3414934419
232	0.3412897106
233	0.3411290337
234	0.3409577092
235	0.3408069987
236	0.3406198491
237	0.3405252176
238	0.340408734
239	0.3402606949
240	0.340090404
241	0.3399709976
242	0.3398306513
243	0.3396719102
244	0.3395505214
245	0.3393899392
246	0.3392319312
247	0.3390503806
248	0.3390381577
249	0.3389083755
250	0.338678827
251	0.3385930905
252	0.3384323056
253	0.338257541
254	0.3380803995
255	0.337965312
256	0.3378094143
257	0.3376208591
258	0.3373941798
259	0.3373115205
260	0.337217835
261	0.3371025328
262	0.336909
263	0.3366959683
264	0.3366274281
265	0.3365543159
266	0.3364463695
267	0.3362752499
268	0.3362559892
269	0.3361185595
270	0.335973644
271	0.3359355055
272	0.335796049
273	0.3356339555
274	0.3355561209
275	0.335327132
276	0.3352509943
277	0.335167158
278	0.3351165756
279	0.3350155543
280	0.3349317508
281	0.3348065062
282	0.3346824025
283	0.3345503888
284	0.3344217078
285	0.3343601893
286	0.334210523
287	0.3340904756
288	0.3340181882
289	0.3338455757
290	0.3338067723
291	0.3337089067
292	0.3336545716
293	0.3335338496
294	0.3334239378
295	0.3332999734
296	0.3331859021
297	0.3331190143
298	0.3329973576
299	0.3329057098
300	0.3328433144
301	0.3327049736
302	0.3325869027
303	0.3324898053
304	0.3323959046
305	0.3323108353
306	0.3321850166
307	0.332060894
308	0.3319746272
309	0.3318911598
310	0.3317916367
311	0.3317105694
312	0.3315526607
313	0.3313933726
314	0.3313238978
315	0.3312353074
316	0.3311157429
317	0.3310359611
318	0.3309661697
319	0.3308666426
320	0.3308131335
321	0.3306710143
322	0.3305940813
323	0.3305106093
324	0.3304125602
325	0.3303082074
326	0.3302506135
327	0.3300957573
328	0.3299752213
329	0.3298718196
330	0.3297864595
331	0.3296989093
332	0.3296494817
333	0.3294836459
334	0.3293889521
335	0.3292216198
336	0.3291509141
337	0.3290632405
338	0.3289939695
339	0.3289354395
340	0.3288534685
341	0.3287562328
342	0.3286684953
343	0.3285812523
344	0.3285243972
345	0.3284502013
346	0.3283627156
347	0.3282134018
348	0.3280492802
349	0.3279938289
350	0.3279579663
351	0.3278942162
352	0.3278373168
353	0.3278095205
354	0.3277304102
355	0.3276523395
356	0.327520734
357	0.3274146357
358	0.3273582209
359	0.3272744201
360	0.3272711137
361	0.327160061
362	0.3271390836
363	0.3270254055
364	0.3269278305
365	0.326865694
366	0.3267891005
367	0.3266679472
368	0.3265300525
369	0.3264429001
370	0.3263736023
371	0.3263634625
372	0.3262444665
373	0.3261458351
374	0.3260679916
375	0.3260263508
376	0.3260047668
377	0.3259022946
378	0.3257442451
379	0.3257211466
380	0.3256558881
381	0.3255643796
382	0.3254853699
383	0.3254218798
384	0.3253659368
385	0.3252917783
386	0.3252635727
387	0.3251822596
388	0.325055631
389	0.3249534127
390	0.324853964
391	0.3247678952
392	0.3246697772
393	0.3245595193
394	0.3244893187
395	0.3244746038
396	0.3243569782
397	0.3242919868
398	0.3242690125
399	0.3242334488
400	0.3241287082
401	0.3240223775
402	0.3240072475
403	0.3239661407
404	0.3238701955
405	0.3238485514
406	0.3237456154
407	0.3236510604
408	0.3235462231
409	0.3234443692
410	0.3233106328
411	0.3232656646
412	0.3232589183
413	0.3231927934
414	0.3230742005
415	0.3229636603
416	0.3229275279
417	0.3228608392
418	0.3227393346
419	0.3226602146
420	0.3225254021
421	0.3225001306
422	0.322434556
423	0.3223295561
424	0.3222496439
425	0.3221759435
426	0.3221759326
427	0.3221109249
428	0.3220932506
429	0.3220455459
430	0.3219468273
431	0.3218883715
432	0.3218747126
433	0.3218042635
434	0.3216845077
435	0.3216163478
436	0.3215850224
437	0.3215114806
438	0.321405607
439	0.3213255049
440	0.3212630319
441	0.3211967884
442	0.3210903989
443	0.3210097034
444	0.320994988
445	0.3208820314
446	0.3207718878
447	0.3207318585
448	0.3206610806
449	0.3205740515
450	0.3205151329
451	0.3204257867
452	0.3203431372
453	0.3202975401
454	0.3202858038
455	0.3202038924
456	0.3201313381
457	0.3200812167
458	0.3200118779
459	0.3199329045
460	0.3198945275
461	0.3198830773
462	0.3198189303
463	0.3197755013
464	0.3196925779
465	0.3196215974
466	0.3195662814
467	0.3194724205
468	0.3193833893
469	0.3193423574
470	0.3192465083
471	0.3191592839
472	0.319046419
473	0.318924267
474	0.318917423
475	0.3188421284
476	0.3187649467
477	0.3186756918
478	0.3186434908
479	0.3185729944
480	0.3185306037
481	0.3184801265
482	0.3184246733
483	0.3183434325
484	0.3182430666
485	0.318163227
486	0.3180854294
487	0.3180344075
488	0.3180119051
489	0.3179483879
490	0.3179050365
491	0.3178262842
492	0.3177593447
493	0.317698982
494	0.3176468034
495	0.3175568462
496	0.317492897
497	0.317428528
498	0.3173840931
499	0.3172788602
500	0.3172753857
501	0.3172309839
502	0.3171262654
503	0.3170825134
504	0.3169523424
505	0.3168970307
506	0.3168270183
507	0.3167498287
508	0.3166787264
509	0.3166046083
510	0.3165500113
511	0.316500246
512	0.3164487478
513	0.3163867398
514	0.3163038626
515	0.316249207
516	0.3161620187
517	0.3161101444
518	0.3160190157
519	0.3159415642
520	0.3158394237
521	0.3158351726
522	0.3158278788
523	0.3157745456
524	0.3156917085
525	0.3156301768
526	0.315584662
527	0.3155159881
528	0.3154352188
529	0.3153919266
530	0.3153190119
531	0.3152743946
532	0.315163502
533	0.3151261812
534	0.3150591131
535	0.3150057439
536	0.3149527161
537	0.3149401777
538	0.3149071057
539	0.3148754379
540	0.314827737
541	0.3147534129
542	0.3146678822
543	0.3146387175
544	0.3146143092
545	0.3145478457
546	0.3145332995
547	0.3144825658
548	0.3144453392
549	0.3143540427
550	0.3142898405
551	0.314283998
552	0.3141984996
553	0.3141364464
554	0.3140610032
555	0.3140063022
556	0.3139498453
557	0.313904935
558	0.3138370117
559	0.3137843753
560	0.3137200444
561	0.3136387558
562	0.3135525265
563	0.3135123369
564	0.313434592
565	0.3133712391
566	0.313323929
567	0.3132477215
568	0.3131735306
569	0.3131602063
570	0.3130783454
571	0.3130396792
572	0.3129705993
573	0.3128508443
574	0.3128157226
575	0.3127593941
576	0.3126453973
577	0.3125836647
578	0.3125369841
579	0.312480689
580	0.3123807588
581	0.312339225
582	0.3122734385
583	0.3122734074
584	0.3122553697
585	0.3122004476
586	0.3121622116
587	0.3121000398
588	0.3120155059
589	0.3119710972
590	0.3119023497
591	0.3118251042
592	0.3117757842
593	0.3116716761
594	0.3116148059
595	0.3115505221
596	0.3114858168
597	0.3113920455
598	0.3113724741
599	0.3112945656
600	0.3112735273
601	0.3111748975
602	0.3111085376
603	0.3110165592
604	0.3109578511
