iter	Logloss
0	0.6852097079
1	0.6777551317
2	0.6697321183
3	0.6625772849
4	0.6555266972
5	0.6480982344
6	0.6422671172
7	0.6356462222
8	0.6295121083
9	0.6229162805
10	0.6185996595
11	0.6130702676
12	0.6069614633
13	0.6009765438
14	0.5952530376
15	0.5896766813
16	0.5836146065
17	0.5783554561
18	0.5731359984
19	0.5684340655
20	0.5629150977
21	0.5577939286
22	0.5531378913
23	0.5480986641
24	0.5437280837
25	0.5388213814
26	0.5345544453
27	0.530716523
28	0.5265804248
29	0.5232316035
30	0.5195319891
31	0.5159994145
32	0.5126519411
33	0.5084890202
34	0.5049550082
35	0.5012225117
36	0.4979984917
37	0.4948307129
38	0.4914413583
39	0.4884643652
40	0.4852581799
41	0.4824257398
42	0.4800550793
43	0.4776370461
44	0.4746805758
45	0.4724375548
46	0.4700821125
47	0.4670176337
48	0.4646389592
49	0.4624853759
50	0.4601897706
51	0.4574743535
52	0.4549149998
53	0.4524128558
54	0.4503210588
55	0.4482526996
56	0.4458141432
57	0.4437566905
58	0.4420085955
59	0.4397945335
60	0.4376899193
61	0.4360017608
62	0.433875351
63	0.432066323
64	0.4304893571
65	0.4292775182
66	0.4275475515
67	0.4260879353
68	0.4243408566
69	0.4227965473
70	0.421137148
71	0.4197128424
72	0.4179793972
73	0.4164728853
74	0.415135469
75	0.4139675147
76	0.4124999228
77	0.4114751825
78	0.4102133015
79	0.4090783148
80	0.4076251825
81	0.4064726285
82	0.4054991455
83	0.4043476273
84	0.4035779405
85	0.4021595758
86	0.4009900816
87	0.4003023888
88	0.3992078447
89	0.3983164329
90	0.3979564519
91	0.396875393
92	0.3956679907
93	0.3946680262
94	0.3935696434
95	0.392705503
96	0.3918038918
97	0.3905411947
98	0.3897057461
99	0.388870174
100	0.3880099088
101	0.3873262445
102	0.3864870263
103	0.3858820698
104	0.3852187863
105	0.3844349713
106	0.3837928609
107	0.3829564112
108	0.382145517
109	0.381344594
110	0.380718046
111	0.3799226689
112	0.37917715
113	0.3783486704
114	0.3778249361
115	0.3769670462
116	0.3763426704
117	0.3757059547
118	0.3752500519
119	0.374693847
120	0.3740720309
121	0.3733480039
122	0.3725266415
123	0.3717265221
124	0.3712627971
125	0.370798079
126	0.3701948274
127	0.3696635623
128	0.3691603557
129	0.3684401949
130	0.3677035854
131	0.3671494361
132	0.3669393434
133	0.3664039039
134	0.3657862307
135	0.3651291756
136	0.3647002235
137	0.3640167803
138	0.3635229822
139	0.3630648703
140	0.3627208472
141	0.3623162604
142	0.3617444911
143	0.3613031921
144	0.3609202128
145	0.3605759234
146	0.3603090182
147	0.3599397658
148	0.3594815051
149	0.3591031837
150	0.3587315402
151	0.3583931479
152	0.3580719895
153	0.3577776319
154	0.3573591318
155	0.3568582528
156	0.3564757117
157	0.3559949513
158	0.3555719267
159	0.3553016677
160	0.3550954073
161	0.354673486
162	0.354585103
163	0.3542569335
164	0.3539244961
165	0.3535693586
166	0.3534048893
167	0.353183589
168	0.3528397104
169	0.3524816119
170	0.3524313987
171	0.3521364278
172	0.3518707451
173	0.3515442212
174	0.3513205903
175	0.3511752907
176	0.3509402367
177	0.3506644464
178	0.3502144608
179	0.3499656473
180	0.3497161958
181	0.3493702467
182	0.3490922286
183	0.3488375213
184	0.3486513234
185	0.3483620025
186	0.3479582891
187	0.3477710623
188	0.3475236867
189	0.3472247309
190	0.3469623508
191	0.3467225737
192	0.3464701059
193	0.3461539025
194	0.3459611916
195	0.3457083904
196	0.345484472
197	0.3451705591
198	0.3448460228
199	0.3446153304
200	0.3443937035
201	0.3441430376
202	0.3439038608
203	0.3436709176
204	0.3435459667
205	0.3432269684
206	0.3429580632
207	0.3426707444
208	0.3424810071
209	0.3423068766
210	0.3419651042
211	0.3419467179
212	0.3419032126
213	0.3415404955
214	0.341267851
215	0.3410308037
216	0.3409250195
217	0.3408854872
218	0.3407121676
219	0.3404260628
220	0.3402377968
221	0.3401092118
222	0.3399337093
223	0.3397183728
224	0.3395317632
225	0.339310973
226	0.3391384492
227	0.3390458264
228	0.3388138515
229	0.3386397676
230	0.3384274181
231	0.3382502317
232	0.3380317148
233	0.3379068237
234	0.3378482024
235	0.3376923317
236	0.3375962936
237	0.3374899512
238	0.3373412696
239	0.3372169364
240	0.3370475385
241	0.3367609806
242	0.3364886858
243	0.336352396
244	0.3362114664
245	0.33597794
246	0.3358869341
247	0.3357399352
248	0.3356005676
249	0.3353874589
250	0.3352744943
251	0.3351057343
252	0.3349006882
253	0.3347482131
254	0.3347109588
255	0.3345094208
256	0.3343740625
257	0.3343681839
258	0.3342541844
259	0.3341912637
260	0.3340363018
261	0.3337929136
262	0.3336166881
263	0.3333894787
264	0.3332195092
265	0.3330701708
266	0.3329425146
267	0.3328029428
268	0.3326741737
269	0.3325702406
270	0.332474509
271	0.3323107524
272	0.3320560193
273	0.3319245328
274	0.3317602067
275	0.3316118651
276	0.3314581834
277	0.3313246734
278	0.3312013477
279	0.3310730156
280	0.3309412835
281	0.3308033624
282	0.3307284109
283	0.3305910086
284	0.3305304842
285	0.3303503409
286	0.3302090854
287	0.3300920193
288	0.3300518129
289	0.3298923968
290	0.3297631489
291	0.3295557428
292	0.32947126
293	0.3293845293
294	0.3292305611
295	0.3291102993
296	0.3289307388
297	0.3287866034
298	0.328680073
299	0.3284959584
300	0.328407077
301	0.328405229
302	0.3282241567
303	0.3280809113
304	0.3279477498
305	0.3278103161
306	0.3277497333
307	0.3276553121
308	0.3276289087
309	0.3276154353
310	0.3274870994
311	0.3273960274
312	0.3273130991
313	0.327222009
314	0.3271507703
315	0.3270490005
316	0.3269641268
317	0.3268860586
318	0.3267868864
319	0.3266585311
320	0.32654502
321	0.3264687293
322	0.3263228634
323	0.3262164413
324	0.3260303395
325	0.325900264
326	0.3258010758
327	0.3257399184
328	0.3256496112
329	0.325521914
330	0.3254384401
331	0.3253182411
332	0.3251679883
333	0.3250450568
334	0.3249659089
335	0.3248840536
336	0.3248085671
337	0.3247063543
338	0.3245546839
339	0.3244433803
340	0.3244212275
341	0.3243260502
342	0.3242561867
343	0.3241830562
344	0.3240880056
345	0.3239405266
346	0.3238274462
347	0.3237040368
348	0.3235327981
349	0.3234308957
350	0.3233279813
351	0.3232383173
352	0.323114524
353	0.3229365767
354	0.3228538903
355	0.3227894366
356	0.3226696639
357	0.3225687795
358	0.3224982504
359	0.3223740953
360	0.3222809087
361	0.3222235321
362	0.3221199353
363	0.3220633852
364	0.3219798258
365	0.3219149042
366	0.3218728216
367	0.3217884812
368	0.3216871083
369	0.3216030145
370	0.3215485982
371	0.3214260816
372	0.3213483833
373	0.3212782188
374	0.3211711986
375	0.3211051919
376	0.3209786167
377	0.3209027914
378	0.3208955066
379	0.3207876166
380	0.3206396065
381	0.3205596051
382	0.3205105559
383	0.3204336937
384	0.3203551285
385	0.3202773159
386	0.3201865397
387	0.3201519521
388	0.3200631748
389	0.3200009814
390	0.3198775357
391	0.3197739739
392	0.3197001399
393	0.3196805132
394	0.3196131881
395	0.3195933067
396	0.3195116053
397	0.3194498107
398	0.3193908372
399	0.3192256558
400	0.319163619
401	0.3190469221
402	0.3188976028
403	0.3188915502
404	0.3188010356
405	0.3187161696
406	0.3186690437
407	0.3185971847
408	0.3184559103
409	0.3183723167
410	0.3183186595
411	0.3182713208
412	0.3181740351
413	0.3180732082
414	0.318004356
415	0.3179138352
416	0.3178003595
417	0.3177133102
418	0.3176504173
419	0.3176105727
420	0.3174997126
421	0.3173878285
422	0.3172983462
423	0.3171729304
424	0.3171021642
425	0.3170221328
426	0.3169702327
427	0.3169125945
428	0.3167957464
429	0.316735725
430	0.3166324812
431	0.3165976863
432	0.3165168764
433	0.3164644312
434	0.3163545932
435	0.3163060709
436	0.3161867816
437	0.3160738978
438	0.3160020531
439	0.3159586319
440	0.3158804806
441	0.3158320128
442	0.3158263898
443	0.3157374784
444	0.31564821
445	0.3155437893
446	0.3154867612
447	0.3154512394
448	0.3154007048
449	0.3152639479
450	0.3151874471
451	0.3151125355
452	0.3151066034
453	0.3151062555
454	0.315033462
455	0.3150255129
456	0.3149028028
457	0.3148112731
458	0.3146900417
459	0.3146020203
460	0.3145938202
461	0.3144839417
462	0.3144250217
463	0.314305659
464	0.3142944188
465	0.3142533598
466	0.3141912515
467	0.3141371015
468	0.3140855144
469	0.3139811912
470	0.3138821578
471	0.3138238689
472	0.3137695473
473	0.3137079307
474	0.3136802753
475	0.3135887343
476	0.3135012831
477	0.3134596462
478	0.3134140879
479	0.3133092255
480	0.3132161773
481	0.3131456147
482	0.313094652
483	0.3130872176
484	0.3130049736
485	0.3129394676
486	0.3128038996
487	0.3127303091
488	0.3126074454
489	0.3125405373
490	0.3124399038
491	0.3124389689
492	0.3123607183
493	0.3122954585
494	0.3122063404
495	0.3121188302
496	0.3120149942
497	0.3119297216
498	0.3118657391
499	0.3118109052
500	0.3117420947
501	0.3117237954
502	0.3117170857
503	0.3116343926
504	0.3115436423
505	0.3114632144
506	0.3113991515
507	0.3113008664
508	0.3112438611
509	0.3111968114
510	0.3111710725
511	0.311063993
512	0.3110162968
513	0.3109421254
514	0.3109058246
515	0.310869763
516	0.310760867
517	0.3106660655
518	0.3106177476
519	0.3105653146
520	0.3104985968
521	0.3104721203
522	0.3104000029
523	0.310330533
524	0.3102773936
525	0.310197861
526	0.3101667296
527	0.310131081
528	0.310076425
529	0.3100331794
530	0.3100222897
531	0.3099705478
532	0.3099134605
533	0.3098251833
534	0.3097567865
535	0.3096906227
536	0.3095586259
537	0.3094788326
538	0.3094445078
539	0.309369026
540	0.3093567524
541	0.3092948645
542	0.3092461798
543	0.3091417238
544	0.3090757298
545	0.3090013102
546	0.3089959437
547	0.3089286551
548	0.3088659017
549	0.3088415859
550	0.3087814833
551	0.3087036196
552	0.3086275215
553	0.3085801262
554	0.3084857145
555	0.308439153
556	0.30833392
557	0.308263667
558	0.3082093224
559	0.3080848638
560	0.3080437485
561	0.3080103019
562	0.3079103659
563	0.3078503905
564	0.3077673054
565	0.3076726397
566	0.3075860993
567	0.307491509
568	0.3074314285
569	0.3073652941
570	0.3073034002
571	0.3072294323
572	0.3071554514
573	0.3070957546
574	0.3070232629
575	0.3069582645
576	0.3068958594
577	0.3067812667
578	0.3067359548
579	0.3066227832
580	0.3066003344
581	0.3065314762
582	0.3064324475
583	0.3063606319
584	0.3062891475
585	0.3062786689
586	0.3062563769
587	0.3061602352
588	0.3060645613
589	0.3059617903
590	0.305901124
591	0.3058881352
592	0.3058283889
593	0.3057946219
594	0.3057706247
595	0.3057658695
596	0.3057080008
597	0.3056585359
598	0.3055761005
599	0.3055271081
600	0.3054786572
601	0.3054668731
602	0.3054632203
603	0.3053568711
604	0.3052441466
605	0.3051927668
606	0.305145501
607	0.3051434522
608	0.3051075607
609	0.3050629869
610	0.3050445661
611	0.3049842389
612	0.3049478408
613	0.3049051728
614	0.304836066
615	0.3047764621
616	0.3047346426
617	0.3047097174
618	0.304644241
619	0.3045845734
620	0.3045477113
621	0.3045381826
622	0.3045084033
623	0.304480438
624	0.3044249615
625	0.3043453588
626	0.3042705858
627	0.3042330002
628	0.3041514431
629	0.3041059487
630	0.3040651477
631	0.3039839108
632	0.3039410099
633	0.3039115897
634	0.3038204884
635	0.3037452773
636	0.3036936071
637	0.3035969227
638	0.3035605159
639	0.3034915311
640	0.3034072796
641	0.3033652197
642	0.3033197165
643	0.3032832891
644	0.303209716
645	0.3032043947
646	0.3031258794
647	0.3030415388
648	0.3030011407
649	0.3029351182
650	0.3028886288
651	0.3028497541
652	0.3027873707
653	0.302724569
654	0.3026378713
655	0.3026170539
656	0.302564405
657	0.302468631
658	0.3023797316
659	0.3023152583
660	0.3022945316
661	0.3022825194
662	0.3022354463
663	0.3021870484
664	0.3021532795
665	0.3021341106
666	0.3020904735
667	0.3020375318
668	0.3019933465
669	0.3019564779
670	0.3018881526
671	0.3018385073
672	0.3017826522
673	0.3017270172
674	0.3017221245
675	0.3017145869
676	0.3016582442
677	0.3016013257
678	0.301572736
679	0.3015690997
680	0.3014848651
681	0.3014003215
682	0.3013194023
683	0.3012497266
684	0.3011989763
685	0.301161694
686	0.3010950421
